RESIDENCIA/ORIGEN;Continentes;Países;Concepto turístico;CCAA de destino;Periodo;Total
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M09;632
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M08;805
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M07;1.108
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M06;413
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M05;780
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M04;540
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M03;164
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M02;.
Total;Asia;Vietnam;Pernoctaciones;Balears, Illes;2023M01;274
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M09;231
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M08;243
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M07;567
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M06;364
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M05;241
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M04;413
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M03;251
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M02;335
Total;Asia;Vietnam;Pernoctaciones;Canarias;2023M01;511
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M09;5,4
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M08;5,4
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M07;5,2
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M06;3,9
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M05;6,5
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M04;6,5
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M03;4,0
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M02;.
Total;Asia;Vietnam;Duración media de los viajes;Balears, Illes;2023M01;7,2
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M09;7,7
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M08;6,8
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M07;9,6
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M06;3,6
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M05;4,8
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M04;5,8
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M03;5,3
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M02;4,2
Total;Asia;Vietnam;Duración media de los viajes;Canarias;2023M01;7,4
Total;Asia;Yemen;Turistas;Balears, Illes;2023M09;.
Total;Asia;Yemen;Turistas;Balears, Illes;2023M08;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M07;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M06;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M05;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M04;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M03;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M02;""
Total;Asia;Yemen;Turistas;Balears, Illes;2023M01;""
Total;Asia;Yemen;Turistas;Canarias;2023M09;""
Total;Asia;Yemen;Turistas;Canarias;2023M08;""
Total;Asia;Yemen;Turistas;Canarias;2023M07;""
Total;Asia;Yemen;Turistas;Canarias;2023M06;""
Total;Asia;Yemen;Turistas;Canarias;2023M05;""
Total;Asia;Yemen;Turistas;Canarias;2023M04;""
Total;Asia;Yemen;Turistas;Canarias;2023M03;""
Total;Asia;Yemen;Turistas;Canarias;2023M02;""
Total;Asia;Yemen;Turistas;Canarias;2023M01;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M09;.
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M08;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M07;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M06;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M05;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M04;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M03;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M02;""
Total;Asia;Yemen;Pernoctaciones;Balears, Illes;2023M01;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M09;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M08;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M07;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M06;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M05;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M04;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M03;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M02;""
Total;Asia;Yemen;Pernoctaciones;Canarias;2023M01;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M09;.
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Asia;Yemen;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M09;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M08;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M07;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M06;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M05;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M04;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M03;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M02;""
Total;Asia;Yemen;Duración media de los viajes;Canarias;2023M01;""
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M09;74
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M08;100
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M07;194
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M06;124
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M05;122
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M04;99
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M03;30
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M02;.
Total;Asia;Otros países o territorios de Asia;Turistas;Balears, Illes;2023M01;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M09;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M08;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M07;36
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M06;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M05;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M04;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M03;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M02;.
Total;Asia;Otros países o territorios de Asia;Turistas;Canarias;2023M01;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M09;333
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M08;630
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M07;698
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M06;409
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M05;390
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M04;356
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M03;42
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M02;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Balears, Illes;2023M01;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M09;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M08;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M07;167
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M06;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M05;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M04;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M03;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M02;.
Total;Asia;Otros países o territorios de Asia;Pernoctaciones;Canarias;2023M01;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M09;4,5
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M08;6,3
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M07;3,6
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M06;3,3
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M05;3,2
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M04;3,6
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M03;1,4
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M02;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Balears, Illes;2023M01;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M09;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M08;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M07;4,6
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M06;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M05;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M04;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M03;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M02;.
Total;Asia;Otros países o territorios de Asia;Duración media de los viajes;Canarias;2023M01;.
Total;Oceanía ;;Turistas;Balears, Illes;2023M09;5.041
Total;Oceanía ;;Turistas;Balears, Illes;2023M08;4.391
Total;Oceanía ;;Turistas;Balears, Illes;2023M07;9.070
Total;Oceanía ;;Turistas;Balears, Illes;2023M06;4.216
Total;Oceanía ;;Turistas;Balears, Illes;2023M05;1.890
Total;Oceanía ;;Turistas;Balears, Illes;2023M04;897
Total;Oceanía ;;Turistas;Balears, Illes;2023M03;173
Total;Oceanía ;;Turistas;Balears, Illes;2023M02;88
Total;Oceanía ;;Turistas;Balears, Illes;2023M01;201
Total;Oceanía ;;Turistas;Canarias;2023M09;341
Total;Oceanía ;;Turistas;Canarias;2023M08;306
Total;Oceanía ;;Turistas;Canarias;2023M07;426
Total;Oceanía ;;Turistas;Canarias;2023M06;338
Total;Oceanía ;;Turistas;Canarias;2023M05;278
Total;Oceanía ;;Turistas;Canarias;2023M04;339
Total;Oceanía ;;Turistas;Canarias;2023M03;201
Total;Oceanía ;;Turistas;Canarias;2023M02;145
Total;Oceanía ;;Turistas;Canarias;2023M01;383
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M09;30.076
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M08;25.944
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M07;54.112
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M06;24.565
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M05;10.431
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M04;6.049
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M03;1.028
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M02;793
Total;Oceanía ;;Pernoctaciones;Balears, Illes;2023M01;1.645
Total;Oceanía ;;Pernoctaciones;Canarias;2023M09;2.308
Total;Oceanía ;;Pernoctaciones;Canarias;2023M08;2.691
Total;Oceanía ;;Pernoctaciones;Canarias;2023M07;3.155
Total;Oceanía ;;Pernoctaciones;Canarias;2023M06;2.463
Total;Oceanía ;;Pernoctaciones;Canarias;2023M05;2.179
Total;Oceanía ;;Pernoctaciones;Canarias;2023M04;2.254
Total;Oceanía ;;Pernoctaciones;Canarias;2023M03;1.352
Total;Oceanía ;;Pernoctaciones;Canarias;2023M02;932
Total;Oceanía ;;Pernoctaciones;Canarias;2023M01;3.101
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M09;6,0
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M08;5,9
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M07;6,0
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M06;5,8
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M05;5,5
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M04;6,7
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M03;5,9
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M02;9,0
Total;Oceanía ;;Duración media de los viajes;Balears, Illes;2023M01;8,2
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M09;6,8
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M08;8,8
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M07;7,4
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M06;7,3
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M05;7,8
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M04;6,6
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M03;6,7
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M02;6,4
Total;Oceanía ;;Duración media de los viajes;Canarias;2023M01;8,1
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M09;4.365
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M08;3.873
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M07;8.094
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M06;3.586
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M05;1.549
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M04;710
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M03;136
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M02;66
Total;Oceanía ;Australia;Turistas;Balears, Illes;2023M01;162
Total;Oceanía ;Australia;Turistas;Canarias;2023M09;282
Total;Oceanía ;Australia;Turistas;Canarias;2023M08;246
Total;Oceanía ;Australia;Turistas;Canarias;2023M07;324
Total;Oceanía ;Australia;Turistas;Canarias;2023M06;299
Total;Oceanía ;Australia;Turistas;Canarias;2023M05;223
Total;Oceanía ;Australia;Turistas;Canarias;2023M04;267
Total;Oceanía ;Australia;Turistas;Canarias;2023M03;176
Total;Oceanía ;Australia;Turistas;Canarias;2023M02;137
Total;Oceanía ;Australia;Turistas;Canarias;2023M01;299
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M09;25.754
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M08;22.463
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M07;47.755
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M06;20.082
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M05;8.210
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M04;4.615
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M03;789
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M02;620
Total;Oceanía ;Australia;Pernoctaciones;Balears, Illes;2023M01;1.345
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M09;1.796
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M08;2.146
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M07;2.350
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M06;2.197
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M05;1.713
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M04;1.714
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M03;1.216
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M02;843
Total;Oceanía ;Australia;Pernoctaciones;Canarias;2023M01;2.453
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M09;5,9
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M08;5,8
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M07;5,9
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M06;5,6
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M05;5,3
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M04;6,5
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M03;5,8
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M02;9,4
Total;Oceanía ;Australia;Duración media de los viajes;Balears, Illes;2023M01;8,3
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M09;6,4
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M08;8,7
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M07;7,3
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M06;7,3
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M05;7,7
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M04;6,4
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M03;6,9
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M02;6,2
Total;Oceanía ;Australia;Duración media de los viajes;Canarias;2023M01;8,2
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M09;.
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M08;.
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M07;.
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M04;.
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Fiji;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M09;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M08;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M07;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M06;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M05;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M04;.
Total;Oceanía ;Fiji;Turistas;Canarias;2023M03;.
Total;Oceanía ;Fiji;Turistas;Canarias;2023M02;""
Total;Oceanía ;Fiji;Turistas;Canarias;2023M01;""
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M09;.
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M08;.
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M07;.
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M04;.
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Fiji;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M04;.
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M03;.
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Fiji;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M09;.
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M08;.
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M07;.
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M04;.
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Fiji;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M04;.
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M03;.
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Fiji;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Cook;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M09;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M08;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M07;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M06;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M05;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M04;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M03;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M02;""
Total;Oceanía ;Islas Cook;Turistas;Canarias;2023M01;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M04;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M03;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Islas Cook;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M04;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M03;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Islas Cook;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Salomón;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M09;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M08;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M07;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M06;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M05;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M04;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M03;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M02;""
Total;Oceanía ;Islas Salomón;Turistas;Canarias;2023M01;""
